Date,Name,Rotation X,Rotation Y,Rotation Z,Acceleration X,Acceleration Y,Acceleration Z,Raindrop,Vibration,Soil20cm,Soil40cm,Soil60cm,CrackWidth,Temperature,Humidity,RiskScore,RiskLevel
3/13/2025 12:51,Node2,0.8,5.01,80.9,-0.05,-0.05,0,0,0,0,61,60,2.1,36,69,25,Low
3/13/2025 12:52,Node2,0.93,5.08,79.65,-0.05,-0.04,0,0,0,0,61,60,2.1,36,69,25,Low
3/13/2025 12:54,Node2,0.86,5.03,80.33,-0.05,-0.05,0,0,0,0,62,60,2.1,36,69,25,Low
3/13/2025 12:58,Node2,0.93,5.12,79.74,-0.05,-0.04,0,0,0,0,61,60,2.1,35,69,25,Low
3/13/2025 13:00,Node2,0.9,5.02,79.85,-0.05,-0.05,0,0,0,0,62,60,2.1,35,69,25,Low
3/13/2025 13:01,Node2,0.91,4.89,79.44,-0.05,-0.05,0,0,0,0,61,60,2.1,35,69,25,Low
3/13/2025 13:04,Node2,0.8,5.07,81.02,-0.05,-0.05,0,0,0,0,61,60,2.1,35,69,25,Low
3/13/2025 13:06,Node2,0.86,4.99,80.25,-0.05,-0.04,0,0,0,0,61,60,2.1,35,69,25,Low
3/13/2025 13:07,Node2,0.84,5.03,80.49,-0.05,-0.05,0,0,0,0,62,60,2.1,35,69,25,Low
3/13/2025 13:09,Node2,0.86,4.98,80.23,-0.05,-0.05,0,0,0,0,61,60,2.1,35,69,25,Low
3/13/2025 13:12,Node2,0.89,5,79.97,-0.05,-0.05,0,0,0,0,61,60,2.1,35,70,25,Low
3/13/2025 13:13,Node2,0.9,5.07,79.93,-0.05,-0.05,0,0,0,0,61,60,2.1,35,70,25,Low
3/13/2025 13:15,Node2,0.84,5,80.46,-0.05,-0.05,0,0,0,0,61,60,2.1,35,70,25,Low
3/13/2025 13:19,Node2,0.85,4.96,80.36,-0.05,-0.05,0,0,0,0,62,60,2.1,35,70,25,Low
3/13/2025 13:20,Node2,0.9,4.95,79.71,-0.05,-0.04,0,0,0,0,62,60,2.1,35,70,25,Low
3/13/2025 13:22,Node2,1.01,5.08,78.75,-0.05,-0.05,0,0,0,0,62,60,2.1,35,70,25,Low
3/13/2025 13:25,Node2,0.87,5.08,80.29,-0.05,-0.04,0,0,0,0,62,60,2.1,35,70,25,Low
3/13/2025 13:26,Node2,0.79,4.98,81.03,-0.05,-0.04,0,0,0,0,62,60,2.1,35,70,25,Low
3/13/2025 13:28,Node2,0.87,4.99,80.1,-0.05,-0.05,0,0,0,0,62,60,2.1,35,70,25,Low
3/13/2025 13:32,Node2,0.86,5,80.25,-0.05,-0.04,0,0,0,0,63,60,2.1,35,71,25,Low
3/13/2025 13:34,Node2,0.82,4.96,80.67,-0.05,-0.04,0,0,0,0,64,60,2.1,35,71,25,Low
3/13/2025 13:35,Node2,0.79,4.99,81,-0.05,-0.05,0,0,0,0,65,60,2.1,35,71,25,Low
3/13/2025 13:40,Node2,0.86,4.97,80.2,-0.05,-0.05,0,0,0,0,71,60,2.1,35,70,25,Low
3/13/2025 13:41,Node2,0.89,5.02,79.97,-0.05,-0.05,0,0,0,0,76,60,2.1,35,70,25,Low
3/13/2025 13:43,Node2,0.76,4.98,81.31,-0.05,-0.05,0,0,0,0,79,60,2.1,35,70,25,Low
3/13/2025 13:46,Node2,0.71,4.94,81.89,-0.05,-0.05,0,0,0,0,81,60,2.1,35,70,25,Low
3/13/2025 13:47,Node2,0.9,4.84,79.48,-0.05,-0.05,0,0,0,0,70,60,2.1,35,70,25,Low
3/13/2025 13:49,Node2,1.04,5.03,78.33,-0.05,-0.05,0,0,0,0,64,60,2.1,35,70,25,Low
3/13/2025 13:53,Node2,0.92,4.96,79.55,-0.05,-0.05,0,0,0,0,63,60,2.1,35,70,25,Low
3/13/2025 13:55,Node2,0.93,4.93,79.34,-0.05,-0.05,0,0,0,0,63,60,2.1,36,71,25,Low
3/13/2025 13:56,Node2,0.85,4.98,80.38,-0.05,-0.05,0,0,0,0,63,60,2.1,36,71,25,Low
3/13/2025 13:59,Node2,0.94,4.98,79.33,-0.05,-0.05,0,0,0,0,62,60,2.1,36,71,25,Low
3/13/2025 14:00,Node2,0.79,4.97,80.98,-0.05,-0.05,0,0,0,0,62,60,2.1,36,71,25,Low
3/13/2025 14:02,Node2,0.85,4.97,80.36,-0.05,-0.05,0,0,0,0,62,60,2.1,36,71,25,Low
3/13/2025 14:03,Node2,0.86,5,80.25,-0.05,-0.04,0,0,0,0,62,60,2.1,36,71,25,Low
3/13/2025 14:06,Node2,0.9,5.02,79.85,-0.05,-0.04,0,0,0,0,62,60,2.1,37,71,25,Low
3/13/2025 14:08,Node2,0.96,5,79.18,-0.05,-0.05,0,0,0,0,62,60,2.1,37,72,25,Low
3/13/2025 14:09,Node2,0.97,4.98,78.97,-0.06,-0.04,0,0,0,0,62,60,2.1,37,72,25,Low
3/13/2025 14:14,Node2,0.8,4.91,80.75,-0.06,-0.04,0,0,0,0,62,60,2.1,39,72,25,Low
3/13/2025 14:15,Node2,0.75,4.91,81.37,-0.06,-0.05,0,0,0,0,62,60,2.1,39,71,25,Low
3/13/2025 14:17,Node2,0.86,5.06,80.39,-0.06,-0.04,0,0,0,0,62,60,2.1,40,71,25,Low
3/13/2025 14:20,Node2,0.89,5.05,80.08,-0.06,-0.04,0,0,0,0,62,60,2.1,40,71,25,Low
3/13/2025 14:21,Node2,0.89,4.98,79.92,-0.06,-0.04,0,0,0,0,62,60,2.1,41,70,25,Low
3/13/2025 14:23,Node2,0.79,4.98,80.98,-0.06,-0.04,0,0,0,0,62,60,2.1,41,70,25,Low
3/13/2025 14:24,Node2,0.75,4.85,81.23,-0.06,-0.05,0,0,0,0,62,60,2.1,41,69,25,Low
3/13/2025 14:27,Node2,0.83,4.84,80.27,-0.06,-0.04,0,0,0,0,62,60,2.1,41,68,25,Low
3/13/2025 14:29,Node2,0.8,5.08,81.02,-0.06,-0.05,0,0,0,0,62,60,2.1,41,68,25,Low
3/13/2025 14:30,Node2,0.78,4.99,81.18,-0.06,-0.05,0,0,0,0,63,60,2.1,41,68,25,Low
3/13/2025 14:35,Node2,0.8,5.1,81.07,-0.06,-0.04,0,0,0,0,63,60,2.1,41,69,25,Low
3/13/2025 14:36,Node2,0.93,4.99,79.46,-0.06,-0.04,0,0,0,0,64,60,2.1,41,69,25,Low
3/13/2025 14:38,Node2,0.82,4.95,80.64,-0.06,-0.04,0,0,0,0,67,60,2.1,41,70,25,Low
3/13/2025 14:41,Node2,0.78,5,81.21,-0.06,-0.04,0,0,0,0,72,60,2.1,41,69,25,Low
3/13/2025 14:42,Node2,0.78,5.09,81.35,-0.06,-0.04,0,0,0,0,73,60,2.1,41,69,25,Low
3/13/2025 14:43,Node2,0.74,4.97,81.6,-0.06,-0.04,0,0,0,0,74,60,2.1,41,69,25,Low
3/13/2025 14:45,Node2,0.8,4.99,80.9,-0.06,-0.04,0,0,0,0,79,60,2.1,41,69,25,Low
3/13/2025 14:48,Node2,0.79,4.94,80.95,-0.06,-0.04,0,0,0,0,79,60,2.1,41,69,25,Low
3/13/2025 14:49,Node2,0.86,4.9,80.09,-0.06,-0.04,0,0,0,0,78,60,2.1,41,69,25,Low
3/13/2025 14:51,Node2,0.76,5.02,81.38,-0.06,-0.04,0,0,0,0,78,60,2.1,41,69,25,Low
3/13/2025 14:55,Node2,0.8,4.99,80.87,-0.06,-0.05,0,0,0,0,74,61,2.1,40,68,25,Low
3/13/2025 14:57,Node2,0.86,4.94,80.17,-0.06,-0.05,0,0,0,0,75,61,2.1,40,68,25,Low
3/13/2025 14:58,Node2,0.78,5.01,81.23,-0.06,-0.04,0,0,0,0,79,60,2.1,40,68,25,Low
3/13/2025 15:01,Node2,0.9,4.89,79.6,-0.06,-0.04,0,0,0,0,76,60,2.1,39,68,25,Low
3/13/2025 15:03,Node2,0.86,5.03,80.33,-0.06,-0.05,0,0,0,0,77,60,2.1,39,69,25,Low
3/13/2025 15:04,Node2,0.83,4.91,80.41,-0.06,-0.04,0,0,0,0,76,60,2.1,38,69,25,Low
3/13/2025 15:06,Node2,0.77,4.93,81.11,-0.06,-0.04,0,0,0,0,77,60,2.1,38,69,25,Low
3/13/2025 15:09,Node2,0.79,4.9,80.88,-0.06,-0.05,0,0,0,0,77,60,2.1,38,70,25,Low
3/13/2025 15:10,Node2,0.79,4.95,80.98,-0.06,-0.04,0,0,0,0,77,60,2.1,38,70,25,Low
3/13/2025 15:12,Node2,0.77,4.98,81.18,-0.06,-0.05,0,0,0,0,77,60,2.1,38,70,25,Low
3/13/2025 15:16,Node2,0.83,4.95,80.49,-0.06,-0.04,0,0,0,0,79,60,2.1,38,70,25,Low
3/13/2025 15:18,Node2,0.79,4.93,80.93,-0.06,-0.04,0,0,0,0,80,60,2.1,38,70,25,Low
3/13/2025 15:19,Node2,0.85,4.93,80.3,-0.06,-0.04,0,0,0,0,85,60,2.1,38,70,25,Low
3/13/2025 15:22,Node2,0.89,4.98,79.92,-0.06,-0.04,0,0,0,0,90,60,2.1,38,69,25,Low
3/13/2025 15:24,Node2,0.9,4.9,79.62,-0.06,-0.04,0,0,0,0,90,60,2.1,38,69,25,Low
3/13/2025 15:25,Node2,0.94,5.05,79.47,-0.05,-0.05,0,0,0,0,90,60,2.1,38,68,25,Low
3/13/2025 15:29,Node2,0.84,4.94,80.36,-0.05,-0.05,0,0,0,0,90,60,2.1,37,67,25,Low
3/13/2025 15:31,Node2,0.87,4.9,79.91,-0.05,-0.05,0,0,0,0,90,60,2.1,37,67,25,Low
3/13/2025 15:32,Node2,0.85,5.07,80.56,-0.06,-0.04,0,0,0,0,90,60,2.1,36,67,25,Low
3/13/2025 15:37,Node2,0.76,4.93,81.24,-0.05,-0.05,0,0,0,0,90,60,2.1,35,67,25,Low
3/13/2025 15:38,Node2,0.94,5.03,79.42,-0.05,-0.04,0,32,0,0,90,60,2.1,34,67,25,Low
3/13/2025 15:40,Node2,0.94,4.92,79.22,-0.05,-0.03,0,64,0,0,90,60,3.4,34,67,25,Low
3/13/2025 15:43,Node2,0.83,5.33,81.19,-0.05,-0.05,0,55,0,0,90,60,2.9,33,67,25,Low
3/13/2025 15:44,Node2,0.78,5.01,81.23,-0.05,-0.05,0,55,0,0,90,60,2.9,32,67,25,Low
3/13/2025 15:46,Node2,0.87,4.78,79.71,-0.05,-0.05,-0.01,47,0,0,90,60,2.5,32,68,25,Low
3/13/2025 15:50,Node2,0.96,5.02,79.24,-0.05,-0.05,0,47,0,0,90,61,2.5,30,70,25,Low
3/13/2025 15:52,Node2,0.98,4.97,78.87,-0.05,-0.04,0,45,0,0,90,61,2.4,30,70,25,Low
3/13/2025 15:53,Node2,1.04,5.03,78.39,-0.05,-0.04,0,44,0,0,90,61,2.3,30,71,25,Low
3/13/2025 15:56,Node2,1.01,5.08,78.81,-0.05,-0.04,-0.01,51,0,0,90,60,2.7,29,72,25,Low
3/13/2025 15:58,Node2,0.92,4.96,79.49,-0.05,-0.05,0,49,0,0,90,60,2.6,29,72,25,Low
3/13/2025 15:59,Node2,1.11,5,77.54,-0.05,-0.05,0,45,0,0,90,60,2.4,29,73,25,Low
3/13/2025 16:01,Node2,1.02,4.92,78.29,-0.05,-0.05,0,49,0,0,90,60,2.6,29,73,25,Low
3/13/2025 16:04,Node2,1.08,4.96,77.77,-0.05,-0.05,0,67,0,0,90,60,3.6,29,74,37.5,Low
3/13/2025 16:05,Node2,1.08,5.02,77.91,-0.05,-0.05,0,64,0,0,90,60,3.4,29,75,25,Low
3/13/2025 16:06,Node2,1.09,5.04,77.79,-0.05,-0.05,0,55,0,0,90,60,2.9,29,75,25,Low
3/13/2025 16:11,Node2,1.06,4.96,77.93,-0.05,-0.05,0,39,0,0,90,60,2.1,29,76,25,Low
3/13/2025 16:12,Node2,0.99,5.07,78.93,-0.05,-0.05,0,38,0,0,90,60,2.1,29,76,25,Low
3/13/2025 16:14,Node2,1.04,4.98,78.26,-0.05,-0.05,0,35,0,0,90,60,2.1,29,76,25,Low
3/13/2025 16:17,Node2,0.91,5.02,79.7,-0.05,-0.05,0,31,0,0,90,60,2.1,29,76,25,Low
3/13/2025 16:18,Node2,1.08,4.99,77.84,-0.05,-0.05,0,30,0,0,90,60,2.1,29,77,25,Low
3/13/2025 16:20,Node2,1.1,4.86,77.27,-0.05,-0.05,0,29,0,0,91,60,2.1,29,77,25,Low
3/13/2025 16:21,Node2,1.02,5,78.45,-0.05,-0.05,0,28,0,0,90,60,2.1,29,77,25,Low
3/13/2025 16:24,Node2,1.09,4.91,77.49,-0.05,-0.05,0,26,0,0,90,59,2.1,29,78,25,Low
3/13/2025 16:26,Node2,1.06,4.94,77.86,-0.05,-0.05,0,24,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:27,Node2,1.11,4.95,77.44,-0.05,-0.05,0,22,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:32,Node2,0.98,5.03,78.99,-0.05,-0.05,0,18,0,0,90,60,2.1,30,78,25,Low
3/13/2025 16:33,Node2,0.94,4.98,79.33,-0.05,-0.05,0,18,0,0,90,60,2.1,30,78,25,Low
3/13/2025 16:35,Node2,1.16,4.99,76.9,-0.05,-0.05,0,17,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:38,Node2,1.13,5.12,77.57,-0.05,-0.05,0,44,0,0,90,60,2.3,30,78,25,Low
3/13/2025 16:39,Node2,1.05,5.03,78.24,-0.05,-0.05,0,39,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:41,Node2,1.1,4.98,77.54,-0.05,-0.05,0,39,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:42,Node2,1.15,4.95,76.95,-0.05,-0.05,0,36,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:45,Node2,1.05,4.98,78.11,-0.05,-0.05,0,32,0,0,90,59,2.1,30,78,25,Low
3/13/2025 16:46,Node2,0.97,5.05,79.2,-0.05,-0.05,0,26,0,0,90,59,2.1,30,77,25,Low
3/13/2025 16:48,Node2,0.94,5.43,80.21,-0.05,-0.04,0,16,0,0,90,59,2.1,30,77,25,Low
3/13/2025 16:52,Node2,0.98,4.99,78.93,-0.05,-0.05,0,14,0,0,90,59,2.1,29,76,25,Low
3/13/2025 16:54,Node2,0.98,5.04,78.99,-0.05,-0.05,0,13,0,0,90,59,2.1,29,77,25,Low
3/13/2025 16:55,Node2,1.12,5,77.42,-0.05,-0.05,0,11,0,0,90,59,2.1,29,77,25,Low
3/13/2025 16:58,Node2,1.48,5.69,75.44,-0.05,-0.02,-0.01,4,0,0,91,59,2.1,28,77,25,Low
3/13/2025 17:00,Node2,0.88,5.1,80.19,-0.05,-0.06,0,2,0,0,91,59,2.1,28,77,25,Low
3/13/2025 17:01,Node2,0.93,4.93,79.34,-0.05,-0.05,0,2,0,0,91,59,2.1,28,77,25,Low
3/13/2025 17:06,Node2,1.12,4.98,77.35,-0.04,-0.05,0,0,0,0,91,59,2.1,28,77,25,Low
3/13/2025 17:07,Node2,1.06,4.99,78.02,-0.04,-0.05,0,0,0,0,90,59,2.1,27,77,25,Low
3/13/2025 17:09,Node2,1.16,5.73,78.61,-0.05,-0.03,0,0,52,0,90,59,4,27,77,52.5,Warning
3/13/2025 17:12,Node2,1.09,5.1,77.98,-0.04,-0.05,0,0,0,0,89,59,2.1,27,77,25,Low
3/13/2025 17:13,Node2,0.87,5.15,80.41,-0.05,-0.04,0,0,0,0,88,59,2.1,27,77,25,Low
3/13/2025 17:15,Node2,1.3,5.22,76.07,-0.05,-0.03,-0.01,3,0,0,88,59,2.1,27,77,25,Low
3/13/2025 17:16,Node2,1.69,4.99,71.33,-0.04,-0.07,-0.01,10,0,0,88,59,2.1,27,78,25,Low
3/13/2025 17:19,Node2,0.66,3.47,79.27,-0.04,-0.1,0,44,0,0,88,59,2.3,26,77,25,Low
3/13/2025 17:21,Node2,1.37,4.17,71.85,-0.04,-0.05,0,56,0,0,88,59,3,26,78,25,Low
3/13/2025 17:22,Node2,0.99,5.04,78.9,-0.04,-0.04,0,57,0,0,88,59,3,26,78,25,Low
3/13/2025 17:27,Node2,0.96,4.73,78.56,-0.04,-0.05,0,53,0,54,88,59,4.7,26,78,37.5,Low
3/13/2025 17:28,Node2,1.92,5.7,71.48,-0.05,-0.06,-0.01,54,0,54,88,59,4.8,26,78,37.5,Low
3/13/2025 17:29,Node2,0.9,5.08,80.01,-0.05,-0.05,0,52,0,54,88,59,4.7,25,78,37.5,Low
3/13/2025 17:32,Node2,1.06,5.19,78.51,-0.04,-0.04,-0.01,43,0,54,88,59,4.2,25,79,37.5,Low
3/13/2025 17:34,Node2,0.68,7.13,84.57,-0.04,-0.08,0,34,0,54,88,59,4,25,79,37.5,Low
3/13/2025 17:35,Node2,1.24,5.14,76.47,-0.04,-0.06,-0.01,37,0,54,88,59,4,25,79,37.5,Low
3/13/2025 17:37,Node2,1.33,5.32,76.03,-0.04,-0.05,0,33,0,54,88,59,4,25,79,37.5,Low
3/13/2025 17:40,Node2,1.19,4.75,76,-0.05,-0.06,0,30,0,54,89,59,4,25,80,37.5,Low
3/13/2025 17:41,Node2,1.13,4.91,77.03,-0.04,-0.05,0,28,49,54,89,59,5.6,24,80,65,Warning
3/13/2025 17:43,Node2,0.68,4.66,81.78,-0.05,-0.05,0,26,0,54,89,59,4,24,80,37.5,Low
3/13/2025 17:47,Node2,1.06,5.1,78.24,-0.04,-0.05,-0.01,27,0,54,90,59,4,24,80,37.5,Low
3/13/2025 17:49,Node2,1.49,6.03,76.18,-0.04,-0.03,0,26,0,54,90,59,4,24,80,37.5,Low
3/13/2025 17:50,Node2,1.08,5.01,77.87,-0.04,-0.05,0,23,0,55,90,59,4,24,80,37.5,Low
3/13/2025 17:55,Node2,1.13,5.14,77.68,-0.04,-0.05,-0.01,21,51,59,91,59,6,24,81,65,Warning
3/13/2025 17:56,Node2,1.12,5.1,77.6,-0.04,-0.05,0,23,0,60,91,59,4.2,24,81,37.5,Low
3/13/2025 17:58,Node2,1.12,4.79,76.9,-0.04,-0.05,-0.01,22,0,62,91,59,4.3,24,81,55,Warning
3/13/2025 18:01,Node2,1.13,5.22,77.76,-0.04,-0.04,-0.01,22,0,62,91,59,4.3,24,81,55,Warning
3/13/2025 18:02,Node2,1.16,4.84,76.58,-0.04,-0.05,0,23,0,62,91,59,4.3,23,81,55,Warning
3/13/2025 18:04,Node2,1.28,5.2,76.21,-0.04,-0.05,0,24,0,61,91,59,4.2,23,81,55,Warning
3/13/2025 18:05,Node2,1.09,4.89,77.45,-0.04,-0.04,-0.01,23,0,61,91,59,4.2,23,81,55,Warning
3/13/2025 18:08,Node2,1.31,4.74,74.56,-0.04,-0.05,0,26,0,62,91,59,4.3,23,81,55,Warning
3/13/2025 18:09,Node2,1.07,5.1,78.16,-0.04,-0.05,0,23,0,63,90,59,4.3,23,82,55,Warning
3/13/2025 18:11,Node2,1.21,5.12,76.69,-0.04,-0.05,-0.01,26,0,62,90,59,4.3,23,82,55,Warning
3/13/2025 18:15,Node2,0.8,4.62,80.21,-0.04,-0.03,-0.01,28,0,62,90,59,4.3,23,82,55,Warning
3/13/2025 18:17,Node2,1.14,5.07,77.32,-0.04,-0.05,0,24,0,62,90,59,4.3,23,82,55,Warning
3/13/2025 18:18,Node2,1.21,4.88,76.12,-0.04,-0.05,-0.01,27,0,62,90,59,4.3,23,82,55,Warning
3/13/2025 18:21,Node2,1.24,5.02,76.15,-0.04,-0.05,0,27,0,62,90,58,4.3,23,83,55,Warning
3/13/2025 18:23,Node2,1.01,5.15,78.96,-0.04,-0.04,0,26,0,62,90,58,4.3,22,83,55,Warning
3/13/2025 18:24,Node2,1.09,5.11,78.01,-0.04,-0.06,0,30,0,64,90,58,4.3,22,83,55,Warning
3/13/2025 18:26,Node2,1.24,4.88,75.81,-0.04,-0.04,0,30,0,64,90,58,4.3,22,83,55,Warning
3/13/2025 18:29,Node2,1.11,5.24,78.11,-0.04,-0.05,0,33,0,66,90,58,4.4,22,84,55,Warning
3/13/2025 18:30,Node2,1.06,4.96,77.96,-0.04,-0.05,0,31,0,66,90,58,4.4,22,84,55,Warning
3/13/2025 18:32,Node2,1.24,5.03,76.22,-0.04,-0.04,0,33,0,64,90,58,4.3,23,84,55,Warning
3/13/2025 18:36,Node2,1.21,5.03,76.48,-0.04,-0.05,0,32,0,66,90,58,4.4,23,84,55,Warning
3/13/2025 18:38,Node2,1.27,5.12,76.14,-0.04,-0.05,0,31,0,68,90,58,4.5,23,84,55,Warning
3/13/2025 18:39,Node2,1.19,5.09,76.91,-0.04,-0.05,-0.01,29,0,69,90,58,4.5,23,85,55,Warning
3/13/2025 18:44,Node2,1.22,5.02,76.41,-0.04,-0.05,0,32,0,70,89,58,4.6,23,85,55,Warning
3/13/2025 18:45,Node2,1.1,4.99,77.6,-0.04,-0.05,0,27,0,71,89,58,4.6,23,85,55,Warning
3/13/2025 18:47,Node2,1.15,4.95,76.9,-0.04,-0.05,0,27,0,69,89,58,4.5,23,85,55,Warning
3/13/2025 18:49,Node2,1.25,5.09,76.18,-0.04,-0.05,0,37,0,69,89,58,4.5,23,85,55,Warning
3/13/2025 18:51,Node2,1.2,5.05,76.66,-0.04,-0.05,0,30,0,69,89,58,4.5,23,85,55,Warning
3/13/2025 18:52,Node2,1.2,5.05,76.7,-0.04,-0.05,0,39,0,69,89,58,4.5,23,85,55,Warning
3/13/2025 18:57,Node2,1.16,5.01,77.01,-0.04,-0.05,0,29,0,73,89,58,4.7,23,85,55,Warning
3/13/2025 18:58,Node2,1.24,5.06,76.29,-0.04,-0.05,0,29,0,71,89,58,4.6,23,85,55,Warning
3/13/2025 19:00,Node2,1.13,4.94,77.17,-0.04,-0.05,-0.01,29,0,70,89,58,4.6,23,85,55,Warning
3/13/2025 19:04,Node2,1.24,5.06,76.26,-0.04,-0.05,0,29,0,68,89,57,4.5,23,85,55,Warning
3/13/2025 19:06,Node2,1.17,5.21,77.36,-0.04,-0.05,0,29,0,68,89,58,4.5,23,85,55,Warning
3/13/2025 19:07,Node2,1.16,5.03,77.07,-0.04,-0.05,0,28,0,69,89,57,4.5,23,85,55,Warning
